id,value,category,timestamp
5487,value5487,category2,2023-01-28
5488,value5488,category3,2023-01-29
5489,value5489,category4,2023-01-30
5490,value5490,category0,2023-01-01
5491,value5491,category1,2023-01-02
5492,value5492,category2,2023-01-03
5493,value5493,category3,2023-01-04
5494,value5494,category4,2023-01-05
5495,value5495,category0,2023-01-06
5496,value5496,category1,2023-01-07
5497,value5497,category2,2023-01-08
5498,value5498,category3,2023-01-09
5499,value5499,category4,2023-01-10
5500,value5500,category0,2023-01-11
5501,value5501,category1,2023-01-12
5502,value5502,category2,2023-01-13
5503,value5503,category3,2023-01-14
5504,value5504,category4,2023-01-15
5505,value5505,category0,2023-01-16
5506,value5506,category1,2023-01-17
5507,value5507,category2,2023-01-18
5508,value5508,category3,2023-01-19
5509,value5509,category4,2023-01-20
5510,value5510,category0,2023-01-21
5511,value5511,category1,2023-01-22
5512,value5512,category2,2023-01-23
5513,value5513,category3,2023-01-24
5514,value5514,category4,2023-01-25
5515,value5515,category0,2023-01-26
5516,value5516,category1,2023-01-27
5517,value5517,category2,2023-01-28
5518,value5518,category3,2023-01-29
5519,value5519,category4,2023-01-30
5520,value5520,category0,2023-01-01
5521,value5521,category1,2023-01-02
5522,value5522,category2,2023-01-03
5523,value5523,category3,2023-01-04
5524,value5524,category4,2023-01-05
5525,value5525,category0,2023-01-06
5526,value5526,category1,2023-01-07
5527,value5527,category2,2023-01-08
5528,value5528,category3,2023-01-09
5529,value5529,category4,2023-01-10
5530,value5530,category0,2023-01-11
5531,value5531,category1,2023-01-12
5532,value5532,category2,2023-01-13
5533,value5533,category3,2023-01-14
5534,value5534,category4,2023-01-15
5535,value5535,category0,2023-01-16
5536,value5536,category1,2023-01-17
5537,value5537,category2,2023-01-18
5538,value5538,category3,2023-01-19
5539,value5539,category4,2023-01-20
5540,value5540,category0,2023-01-21
5541,value5541,category1,2023-01-22
5542,value5542,category2,2023-01-23
5543,value5543,category3,2023-01-24
5544,value5544,category4,2023-01-25
5545,value5545,category0,2023-01-26
5546,value5546,category1,2023-01-27
5547,value5547,category2,2023-01-28
5548,value5548,category3,2023-01-29
5549,value5549,category4,2023-01-30
5550,value5550,category0,2023-01-01
5551,value5551,category1,2023-01-02
5552,value5552,category2,2023-01-03
5553,value5553,category3,2023-01-04
5554,value5554,category4,2023-01-05
5555,value5555,category0,2023-01-06
5556,value5556,category1,2023-01-07
5557,value5557,category2,2023-01-08
5558,value5558,category3,2023-01-09
5559,value5559,category4,2023-01-10
5560,value5560,category0,2023-01-11
5561,value5561,category1,2023-01-12
5562,value5562,category2,2023-01-13
5563,value5563,category3,2023-01-14
5564,value5564,category4,2023-01-15
5565,value5565,category0,2023-01-16
5566,value5566,category1,2023-01-17
5567,value5567,category2,2023-01-18
5568,value5568,category3,2023-01-19
5569,value5569,category4,2023-01-20
5570,value5570,category0,2023-01-21
5571,value5571,category1,2023-01-22
5572,value5572,category2,2023-01-23
5573,value5573,category3,2023-01-24
5574,value5574,category4,2023-01-25
5575,value5575,category0,2023-01-26
5576,value5576,category1,2023-01-27
5577,value5577,category2,2023-01-28
5578,value5578,category3,2023-01-29
5579,value5579,category4,2023-01-30
5580,value5580,category0,2023-01-01
5581,value5581,category1,2023-01-02
5582,value5582,category2,2023-01-03
5583,value5583,category3,2023-01-04
5584,value5584,category4,2023-01-05
5585,value5585,category0,2023-01-06
5586,value5586,category1,2023-01-07
5587,value5587,category2,2023-01-08
5588,value5588,category3,2023-01-09
5589,value5589,category4,2023-01-10
5590,value5590,category0,2023-01-11
5591,value5591,category1,2023-01-12
5592,value5592,category2,2023-01-13
5593,value5593,category3,2023-01-14
5594,value5594,category4,2023-01-15
5595,value5595,category0,2023-01-16
5596,value5596,category1,2023-01-17
5597,value5597,category2,2023-01-18
5598,value5598,category3,2023-01-19
5599,value5599,category4,2023-01-20
5600,value5600,category0,2023-01-21
5601,value5601,category1,2023-01-22
5602,value5602,category2,2023-01-23
5603,value5603,category3,2023-01-24
5604,value5604,category4,2023-01-25
5605,value5605,category0,2023-01-26
5606,value5606,category1,2023-01-27
5607,value5607,category2,2023-01-28
5608,value5608,category3,2023-01-29
5609,value5609,category4,2023-01-30
5610,value5610,category0,2023-01-01
5611,value5611,category1,2023-01-02
5612,value5612,category2,2023-01-03
5613,value5613,category3,2023-01-04
5614,value5614,category4,2023-01-05
5615,value5615,category0,2023-01-06
5616,value5616,category1,2023-01-07
5617,value5617,category2,2023-01-08
5618,value5618,category3,2023-01-09
5619,value5619,category4,2023-01-10
5620,value5620,category0,2023-01-11
5621,value5621,category1,2023-01-12
5622,value5622,category2,2023-01-13
5623,value5623,category3,2023-01-14
5624,value5624,category4,2023-01-15
5625,value5625,category0,2023-01-16
5626,value5626,category1,2023-01-17
5627,value5627,category2,2023-01-18
5628,value5628,category3,2023-01-19
5629,value5629,category4,2023-01-20
5630,value5630,category0,2023-01-21
5631,value5631,category1,2023-01-22
5632,value5632,category2,2023-01-23
5633,value5633,category3,2023-01-24
5634,value5634,category4,2023-01-25
5635,value5635,category0,2023-01-26
5636,value5636,category1,2023-01-27
5637,value5637,category2,2023-01-28
5638,value5638,category3,2023-01-29
5639,value5639,category4,2023-01-30
5640,value5640,category0,2023-01-01
5641,value5641,category1,2023-01-02
5642,value5642,category2,2023-01-03
5643,value5643,category3,2023-01-04
5644,value5644,category4,2023-01-05
5645,value5645,category0,2023-01-06
5646,value5646,category1,2023-01-07
5647,value5647,category2,2023-01-08
5648,value5648,category3,2023-01-09
5649,value5649,category4,2023-01-10
5650,value5650,category0,2023-01-11
5651,value5651,category1,2023-01-12
5652,value5652,category2,2023-01-13
5653,value5653,category3,2023-01-14
5654,value5654,category4,2023-01-15
5655,value5655,category0,2023-01-16
5656,value5656,category1,2023-01-17
5657,value5657,category2,2023-01-18
5658,value5658,category3,2023-01-19
5659,value5659,category4,2023-01-20
5660,value5660,category0,2023-01-21
5661,value5661,category1,2023-01-22
5662,value5662,category2,2023-01-23
5663,value5663,category3,2023-01-24
5664,value5664,category4,2023-01-25
5665,value5665,category0,2023-01-26
5666,value5666,category1,2023-01-27
5667,value5667,category2,2023-01-28
5668,value5668,category3,2023-01-29
5669,value5669,category4,2023-01-30
5670,value5670,category0,2023-01-01
5671,value5671,category1,2023-01-02
5672,value5672,category2,2023-01-03
5673,value5673,category3,2023-01-04
5674,value5674,category4,2023-01-05
5675,value5675,category0,2023-01-06
5676,value5676,category1,2023-01-07
5677,value5677,category2,2023-01-08
5678,value5678,category3,2023-01-09
5679,value5679,category4,2023-01-10
5680,value5680,category0,2023-01-11
5681,value5681,category1,2023-01-12
5682,value5682,category2,2023-01-13
5683,value5683,category3,2023-01-14
5684,value5684,category4,2023-01-15
5685,value5685,category0,2023-01-16
5686,value5686,category1,2023-01-17
5687,value5687,category2,2023-01-18
5688,value5688,category3,2023-01-19
5689,value5689,category4,2023-01-20
5690,value5690,category0,2023-01-21
5691,value5691,category1,2023-01-22
5692,value5692,category2,2023-01-23
5693,value5693,category3,2023-01-24
5694,value5694,category4,2023-01-25
5695,value5695,category0,2023-01-26
5696,value5696,category1,2023-01-27
5697,value5697,category2,2023-01-28
5698,value5698,category3,2023-01-29
5699,value5699,category4,2023-01-30
5700,value5700,category0,2023-01-01
5701,value5701,category1,2023-01-02
5702,value5702,category2,2023-01-03
5703,value5703,category3,2023-01-04
5704,value5704,category4,2023-01-05
5705,value5705,category0,2023-01-06
5706,value5706,category1,2023-01-07
5707,value5707,category2,2023-01-08
5708,value5708,category3,2023-01-09
5709,value5709,category4,2023-01-10
5710,value5710,category0,2023-01-11
5711,value5711,category1,2023-01-12
5712,value5712,category2,2023-01-13
5713,value5713,category3,2023-01-14
5714,value5714,category4,2023-01-15
5715,value5715,category0,2023-01-16
5716,value5716,category1,2023-01-17
5717,value5717,category2,2023-01-18
5718,value5718,category3,2023-01-19
5719,value5719,category4,2023-01-20
5720,value5720,category0,2023-01-21
5721,value5721,category1,2023-01-22
5722,value5722,category2,2023-01-23
5723,value5723,category3,2023-01-24
5724,value5724,category4,2023-01-25
5725,value5725,category0,2023-01-26
5726,value5726,category1,2023-01-27
5727,value5727,category2,2023-01-28
5728,value5728,category3,2023-01-29
5729,value5729,category4,2023-01-30
5730,value5730,category0,2023-01-01
5731,value5731,category1,2023-01-02
5732,value5732,category2,2023-01-03
5733,value5733,category3,2023-01-04
5734,value5734,category4,2023-01-05
5735,value5735,category0,2023-01-06
5736,value5736,category1,2023-01-07
5737,value5737,category2,2023-01-08
5738,value5738,category3,2023-01-09
5739,value5739,category4,2023-01-10
5740,value5740,category0,2023-01-11
5741,value5741,category1,2023-01-12
5742,value5742,category2,2023-01-13
5743,value5743,category3,2023-01-14
5744,value5744,category4,2023-01-15
5745,value5745,category0,2023-01-16
5746,value5746,category1,2023-01-17
5747,value5747,category2,2023-01-18
5748,value5748,category3,2023-01-19
5749,value5749,category4,2023-01-20
5750,value5750,category0,2023-01-21
5751,value5751,category1,2023-01-22
5752,value5752,category2,2023-01-23
5753,value5753,category3,2023-01-24
5754,value5754,category4,2023-01-25
5755,value5755,category0,2023-01-26
5756,value5756,category1,2023-01-27
5757,value5757,category2,2023-01-28
5758,value5758,category3,2023-01-29
5759,value5759,category4,2023-01-30
5760,value5760,category0,2023-01-01
5761,value5761,category1,2023-01-02
5762,value5762,category2,2023-01-03
5763,value5763,category3,2023-01-04
5764,value5764,category4,2023-01-05
5765,value5765,category0,2023-01-06
5766,value5766,category1,2023-01-07
5767,value5767,category2,2023-01-08
5768,value5768,category3,2023-01-09
5769,value5769,category4,2023-01-10
5770,value5770,category0,2023-01-11
5771,value5771,category1,2023-01-12
5772,value5772,category2,2023-01-13
5773,value5773,category3,2023-01-14
5774,value5774,category4,2023-01-15
5775,value5775,category0,2023-01-16
5776,value5776,category1,2023-01-17
5777,value5777,category2,2023-01-18
5778,value5778,category3,2023-01-19
5779,value5779,category4,2023-01-20
5780,value5780,category0,2023-01-21
5781,value5781,category1,2023-01-22
5782,value5782,category2,2023-01-23
5783,value5783,category3,2023-01-24
5784,value5784,category4,2023-01-25
5785,value5785,category0,2023-01-26
5786,value5786,category1,2023-01-27
5787,value5787,category2,2023-01-28
5788,value5788,category3,2023-01-29
5789,value5789,category4,2023-01-30
5790,value5790,category0,2023-01-01
5791,value5791,category1,2023-01-02
5792,value5792,category2,2023-01-03
5793,value5793,category3,2023-01-04
5794,value5794,category4,2023-01-05
5795,value5795,category0,2023-01-06
5796,value5796,category1,2023-01-07
5797,value5797,category2,2023-01-08
5798,value5798,category3,2023-01-09
5799,value5799,category4,2023-01-10
5800,value5800,category0,2023-01-11
5801,value5801,category1,2023-01-12
5802,value5802,category2,2023-01-13
5803,value5803,category3,2023-01-14
5804,value5804,category4,2023-01-15
5805,value5805,category0,2023-01-16
5806,value5806,category1,2023-01-17
5807,value5807,category2,2023-01-18
5808,value5808,category3,2023-01-19
5809,value5809,category4,2023-01-20
5810,value5810,category0,2023-01-21
5811,value5811,category1,2023-01-22
5812,value5812,category2,2023-01-23
5813,value5813,category3,2023-01-24
5814,value5814,category4,2023-01-25
5815,value5815,category0,2023-01-26
5816,value5816,category1,2023-01-27
5817,value5817,category2,2023-01-28
5818,value5818,category3,2023-01-29
5819,value5819,category4,2023-01-30
5820,value5820,category0,2023-01-01
5821,value5821,category1,2023-01-02
5822,value5822,category2,2023-01-03
5823,value5823,category3,2023-01-04
5824,value5824,category4,2023-01-05
5825,value5825,category0,2023-01-06
5826,value5826,category1,2023-01-07
5827,value5827,category2,2023-01-08
5828,value5828,category3,2023-01-09
5829,value5829,category4,2023-01-10
5830,value5830,category0,2023-01-11
5831,value5831,category1,2023-01-12
5832,value5832,category2,2023-01-13
5833,value5833,category3,2023-01-14
5834,value5834,category4,2023-01-15
5835,value5835,category0,2023-01-16
5836,value5836,category1,2023-01-17
5837,value5837,category2,2023-01-18
5838,value5838,category3,2023-01-19
5839,value5839,category4,2023-01-20
5840,value5840,category0,2023-01-21
5841,value5841,category1,2023-01-22
5842,value5842,category2,2023-01-23
5843,value5843,category3,2023-01-24
5844,value5844,category4,2023-01-25
5845,value5845,category0,2023-01-26
5846,value5846,category1,2023-01-27
5847,value5847,category2,2023-01-28
5848,value5848,category3,2023-01-29
5849,value5849,category4,2023-01-30
5850,value5850,category0,2023-01-01
5851,value5851,category1,2023-01-02
5852,value5852,category2,2023-01-03
5853,value5853,category3,2023-01-04
5854,value5854,category4,2023-01-05
5855,value5855,category0,2023-01-06
5856,value5856,category1,2023-01-07
5857,value5857,category2,2023-01-08
5858,value5858,category3,2023-01-09
5859,value5859,category4,2023-01-10
5860,value5860,category0,2023-01-11
5861,value5861,category1,2023-01-12
5862,value5862,category2,2023-01-13
5863,value5863,category3,2023-01-14
5864,value5864,category4,2023-01-15
5865,value5865,category0,2023-01-16
5866,value5866,category1,2023-01-17
5867,value5867,category2,2023-01-18
5868,value5868,category3,2023-01-19
5869,value5869,category4,2023-01-20
5870,value5870,category0,2023-01-21
5871,value5871,category1,2023-01-22
5872,value5872,category2,2023-01-23
5873,value5873,category3,2023-01-24
5874,value5874,category4,2023-01-25
5875,value5875,category0,2023-01-26
5876,value5876,category1,2023-01-27
5877,value5877,category2,2023-01-28
5878,value5878,category3,2023-01-29
5879,value5879,category4,2023-01-30
5880,value5880,category0,2023-01-01
5881,value5881,category1,2023-01-02
5882,value5882,category2,2023-01-03
5883,value5883,category3,2023-01-04
5884,value5884,category4,2023-01-05
5885,value5885,category0,2023-01-06
5886,value5886,category1,2023-01-07
5887,value5887,category2,2023-01-08
5888,value5888,category3,2023-01-09
5889,value5889,category4,2023-01-10
5890,value5890,category0,2023-01-11
5891,value5891,category1,2023-01-12
5892,value5892,category2,2023-01-13
5893,value5893,category3,2023-01-14
5894,value5894,category4,2023-01-15
5895,value5895,category0,2023-01-16
5896,value5896,category1,2023-01-17
5897,value5897,category2,2023-01-18
5898,value5898,category3,2023-01-19
5899,value5899,category4,2023-01-20
5900,value5900,category0,2023-01-21
5901,value5901,category1,2023-01-22
5902,value5902,category2,2023-01-23
5903,value5903,category3,2023-01-24
5904,value5904,category4,2023-01-25
5905,value5905,category0,2023-01-26
5906,value5906,category1,2023-01-27
5907,value5907,category2,2023-01-28
5908,value5908,category3,2023-01-29
5909,value5909,category4,2023-01-30
5910,value5910,category0,2023-01-01
5911,value5911,category1,2023-01-02
5912,value5912,category2,2023-01-03
5913,value5913,category3,2023-01-04
5914,value5914,category4,2023-01-05
5915,value5915,category0,2023-01-06
5916,value5916,category1,2023-01-07
5917,value5917,category2,2023-01-08
5918,value5918,category3,2023-01-09
5919,value5919,category4,2023-01-10
5920,value5920,category0,2023-01-11
5921,value5921,category1,2023-01-12
5922,value5922,category2,2023-01-13
5923,value5923,category3,2023-01-14
5924,value5924,category4,2023-01-15
5925,value5925,category0,2023-01-16
5926,value5926,category1,2023-01-17
5927,value5927,category2,2023-01-18
5928,value5928,category3,2023-01-19
5929,value5929,category4,2023-01-20
5930,value5930,category0,2023-01-21
5931,value5931,category1,2023-01-22
5932,value5932,category2,2023-01-23
5933,value5933,category3,2023-01-24
5934,value5934,category4,2023-01-25
5935,value5935,category0,2023-01-26
5936,value5936,category1,2023-01-27
5937,value5937,category2,2023-01-28
5938,value5938,category3,2023-01-29
5939,value5939,category4,2023-01-30
5940,value5940,category0,2023-01-01
5941,value5941,category1,2023-01-02
5942,value5942,category2,2023-01-03
5943,value5943,category3,2023-01-04
5944,value5944,category4,2023-01-05
5945,value5945,category0,2023-01-06
5946,value5946,category1,2023-01-07
5947,value5947,category2,2023-01-08
5948,value5948,category3,2023-01-09
5949,value5949,category4,2023-01-10
5950,value5950,category0,2023-01-11
5951,value5951,category1,2023-01-12
5952,value5952,category2,2023-01-13
5953,value5953,category3,2023-01-14
5954,value5954,category4,2023-01-15
5955,value5955,category0,2023-01-16
5956,value5956,category1,2023-01-17
5957,value5957,category2,2023-01-18
5958,value5958,category3,2023-01-19
5959,value5959,category4,2023-01-20
5960,value5960,category0,2023-01-21
5961,value5961,category1,2023-01-22
5962,value5962,category2,2023-01-23
5963,value5963,category3,2023-01-24
5964,value5964,category4,2023-01-25
5965,value5965,category0,2023-01-26
5966,value5966,category1,2023-01-27
5967,value5967,category2,2023-01-28
5968,value5968,category3,2023-01-29
5969,value5969,category4,2023-01-30
5970,value5970,category0,2023-01-01
5971,value5971,category1,2023-01-02
5972,value5972,category2,2023-01-03
5973,value5973,category3,2023-01-04
5974,value5974,category4,2023-01-05
5975,value5975,category0,2023-01-06
5976,value5976,category1,2023-01-07
5977,value5977,category2,2023-01-08
5978,value5978,category3,2023-01-09
5979,value5979,category4,2023-01-10
5980,value5980,category0,2023-01-11
5981,value5981,category1,2023-01-12
5982,value5982,category2,2023-01-13
5983,value5983,category3,2023-01-14
5984,value5984,category4,2023-01-15
5985,value5985,category0,2023-01-16
5986,value5986,category1,2023-01-17
5987,value5987,category2,2023-01-18
5988,value5988,category3,2023-01-19
5989,value5989,category4,2023-01-20
5990,value5990,category0,2023-01-21
5991,value5991,category1,2023-01-22
5992,value5992,category2,2023-01-23
5993,value5993,category3,2023-01-24
5994,value5994,category4,2023-01-25
5995,value5995,category0,2023-01-26
5996,value5996,category1,2023-01-27
5997,value5997,category2,2023-01-28
5998,value5998,category3,2023-01-29
5999,value5999,category4,2023-01-30
6000,value6000,category0,2023-01-01
6001,value6001,category1,2023-01-02
6002,value6002,category2,2023-01-03
6003,value6003,category3,2023-01-04
6004,value6004,category4,2023-01-05
6005,value6005,category0,2023-01-06
6006,value6006,category1,2023-01-07
6007,value6007,category2,2023-01-08
6008,value6008,category3,2023-01-09
6009,value6009,category4,2023-01-10
6010,value6010,category0,2023-01-11
6011,value6011,category1,2023-01-12
6012,value6012,category2,2023-01-13
6013,value6013,category3,2023-01-14
6014,value6014,category4,2023-01-15
6015,value6015,category0,2023-01-16
6016,value6016,category1,2023-01-17
6017,value6017,category2,2023-01-18
6018,value6018,category3,2023-01-19
6019,value6019,category4,2023-01-20
6020,value6020,category0,2023-01-21
6021,value6021,category1,2023-01-22
6022,value6022,category2,2023-01-23
6023,value6023,category3,2023-01-24
6024,value6024,category4,2023-01-25
6025,value6025,category0,2023-01-26
6026,value6026,category1,2023-01-27
6027,value6027,category2,2023-01-28
6028,value6028,category3,2023-01-29
6029,value6029,category4,2023-01-30
6030,value6030,category0,2023-01-01
6031,value6031,category1,2023-01-02
6032,value6032,category2,2023-01-03
6033,value6033,category3,2023-01-04
6034,value6034,category4,2023-01-05
6035,value6035,category0,2023-01-06
6036,value6036,category1,2023-01-07
6037,value6037,category2,2023-01-08
6038,value6038,category3,2023-01-09
6039,value6039,category4,2023-01-10
6040,value6040,category0,2023-01-11
6041,value6041,category1,2023-01-12
6042,value6042,category2,2023-01-13
6043,value6043,category3,2023-01-14
6044,value6044,category4,2023-01-15
6045,value6045,category0,2023-01-16
6046,value6046,category1,2023-01-17
6047,value6047,category2,2023-01-18
6048,value6048,category3,2023-01-19
6049,value6049,category4,2023-01-20
6050,value6050,category0,2023-01-21
6051,value6051,category1,2023-01-22
6052,value6052,category2,2023-01-23
6053,value6053,category3,2023-01-24
6054,value6054,category4,2023-01-25
6055,value6055,category0,2023-01-26
6056,value6056,category1,2023-01-27
6057,value6057,category2,2023-01-28
6058,value6058,category3,2023-01-29
6059,value6059,category4,2023-01-30
6060,value6060,category0,2023-01-01
6061,value6061,category1,2023-01-02
6062,value6062,category2,2023-01-03
6063,value6063,category3,2023-01-04
6064,value6064,category4,2023-01-05
6065,value6065,category0,2023-01-06
6066,value6066,category1,2023-01-07
6067,value6067,category2,2023-01-08
6068,value6068,category3,2023-01-09
6069,value6069,category4,2023-01-10
6070,value6070,category0,2023-01-11
6071,value6071,category1,2023-01-12
6072,value6072,category2,2023-01-13
6073,value6073,category3,2023-01-14
6074,value6074,category4,2023-01-15
6075,value6075,category0,2023-01-16
6076,value6076,category1,2023-01-17
6077,value6077,category2,2023-01-18
6078,value6078,category3,2023-01-19
6079,value6079,category4,2023-01-20
6080,value6080,category0,2023-01-21
6081,value6081,category1,2023-01-22
6082,value6082,category2,2023-01-23
6083,value6083,category3,2023-01-24
6084,value6084,category4,2023-01-25
6085,value6085,category0,2023-01-26
6086,value6086,category1,2023-01-27
6087,value6087,category2,2023-01-28
6088,value6088,category3,2023-01-29
6089,value6089,category4,2023-01-30
6090,value6090,category0,2023-01-01
6091,value6091,category1,2023-01-02
6092,value6092,category2,2023-01-03
6093,value6093,category3,2023-01-04
6094,value6094,category4,2023-01-05
6095,value6095,category0,2023-01-06
6096,value6096,category1,2023-01-07
6097,value6097,category2,2023-01-08
6098,value6098,category3,2023-01-09
6099,value6099,category4,2023-01-10
6100,value6100,category0,2023-01-11
6101,value6101,category1,2023-01-12
6102,value6102,category2,2023-01-13
6103,value6103,category3,2023-01-14
6104,value6104,category4,2023-01-15
6105,value6105,category0,2023-01-16
6106,value6106,category1,2023-01-17
6107,value6107,category2,2023-01-18
6108,value6108,category3,2023-01-19
6109,value6109,category4,2023-01-20
6110,value6110,category0,2023-01-21
6111,value6111,category1,2023-01-22
6112,value6112,category2,2023-01-23
6113,value6113,category3,2023-01-24
6114,value6114,category4,2023-01-25
6115,value6115,category0,2023-01-26
6116,value6116,category1,2023-01-27
6117,value6117,category2,2023-01-28
6118,value6118,category3,2023-01-29
6119,value6119,category4,2023-01-30
6120,value6120,category0,2023-01-01
6121,value6121,category1,2023-01-02
6122,value6122,category2,2023-01-03
6123,value6123,category3,2023-01-04
6124,value6124,category4,2023-01-05
6125,value6125,category0,2023-01-06
6126,value6126,category1,2023-01-07
6127,value6127,category2,2023-01-08
6128,value6128,category3,2023-01-09
6129,value6129,category4,2023-01-10
6130,value6130,category0,2023-01-11
6131,value6131,category1,2023-01-12
6132,value6132,category2,2023-01-13
6133,value6133,category3,2023-01-14
6134,value6134,category4,2023-01-15
6135,value6135,category0,2023-01-16
6136,value6136,category1,2023-01-17
6137,value6137,category2,2023-01-18
6138,value6138,category3,2023-01-19
6139,value6139,category4,2023-01-20
6140,value6140,category0,2023-01-21
6141,value6141,category1,2023-01-22
6142,value6142,category2,2023-01-23
6143,value6143,category3,2023-01-24
6144,value6144,category4,2023-01-25
6145,value6145,category0,2023-01-26
6146,value6146,category1,2023-01-27
6147,value6147,category2,2023-01-28
6148,value6148,category3,2023-01-29
6149,value6149,category4,2023-01-30
6150,value6150,category0,2023-01-01
6151,value6151,category1,2023-01-02
6152,value6152,category2,2023-01-03
6153,value6153,category3,2023-01-04
6154,value6154,category4,2023-01-05
6155,value6155,category0,2023-01-06
6156,value6156,category1,2023-01-07
6157,value6157,category2,2023-01-08
6158,value6158,category3,2023-01-09
6159,value6159,category4,2023-01-10
6160,value6160,category0,2023-01-11
6161,value6161,category1,2023-01-12
6162,value6162,category2,2023-01-13
6163,value6163,category3,2023-01-14
6164,value6164,category4,2023-01-15
6165,value6165,category0,2023-01-16
6166,value6166,category1,2023-01-17
6167,value6167,category2,2023-01-18
6168,value6168,category3,2023-01-19
6169,value6169,category4,2023-01-20
6170,value6170,category0,2023-01-21
6171,value6171,category1,2023-01-22
6172,value6172,category2,2023-01-23
6173,value6173,category3,2023-01-24
6174,value6174,category4,2023-01-25
6175,value6175,category0,2023-01-26
6176,value6176,category1,2023-01-27
6177,value6177,category2,2023-01-28
6178,value6178,category3,2023-01-29
6179,value6179,category4,2023-01-30
6180,value6180,category0,2023-01-01
6181,value6181,category1,2023-01-02
6182,value6182,category2,2023-01-03
6183,value6183,category3,2023-01-04
6184,value6184,category4,2023-01-05
6185,value6185,category0,2023-01-06
6186,value6186,category1,2023-01-07
6187,value6187,category2,2023-01-08
6188,value6188,category3,2023-01-09
6189,value6189,category4,2023-01-10
6190,value6190,category0,2023-01-11
6191,value6191,category1,2023-01-12
6192,value6192,category2,2023-01-13
6193,value6193,category3,2023-01-14
6194,value6194,category4,2023-01-15
6195,value6195,category0,2023-01-16
6196,value6196,category1,2023-01-17
6197,value6197,category2,2023-01-18
6198,value6198,category3,2023-01-19
6199,value6199,category4,2023-01-20
6200,value6200,category0,2023-01-21
6201,value6201,category1,2023-01-22
6202,value6202,category2,2023-01-23
6203,value6203,category3,2023-01-24
6204,value6204,category4,2023-01-25
6205,value6205,category0,2023-01-26
6206,value6206,category1,2023-01-27
6207,value6207,category2,2023-01-28
6208,value6208,category3,2023-01-29
6209,value6209,category4,2023-01-30
6210,value6210,category0,2023-01-01
6211,value6211,category1,2023-01-02
6212,value6212,category2,2023-01-03
6213,value6213,category3,2023-01-04
6214,value6214,category4,2023-01-05
6215,value6215,category0,2023-01-06
6216,value6216,category1,2023-01-07
6217,value6217,category2,2023-01-08
6218,value6218,category3,2023-01-09
6219,value6219,category4,2023-01-10
6220,value6220,category0,2023-01-11
6221,value6221,category1,2023-01-12
6222,value6222,category2,2023-01-13
6223,value6223,category3,2023-01-14
6224,value6224,category4,2023-01-15
6225,value6225,category0,2023-01-16
6226,value6226,category1,2023-01-17
6227,value6227,category2,2023-01-18
6228,value6228,category3,2023-01-19
6229,value6229,category4,2023-01-20
6230,value6230,category0,2023-01-21
6231,value6231,category1,2023-01-22
6232,value6232,category2,2023-01-23
6233,value6233,category3,2023-01-24
6234,value6234,category4,2023-01-25
6235,value6235,category0,2023-01-26
6236,value6236,category1,2023-01-27
6237,value6237,category2,2023-01-28
6238,value6238,category3,2023-01-29
6239,value6239,category4,2023-01-30
6240,value6240,category0,2023-01-01
6241,value6241,category1,2023-01-02
6242,value6242,category2,2023-01-03
6243,value6243,category3,2023-01-04
6244,value6244,category4,2023-01-05
6245,value6245,category0,2023-01-06
6246,value6246,category1,2023-01-07
6247,value6247,category2,2023-01-08
6248,value6248,category3,2023-01-09
6249,value6249,category4,2023-01-10
6250,value6250,category0,2023-01-11
6251,value6251,category1,2023-01-12
6252,value6252,category2,2023-01-13
6253,value6253,category3,2023-01-14
6254,value6254,category4,2023-01-15
6255,value6255,category0,2023-01-16
6256,value6256,category1,2023-01-17
6257,value6257,category2,2023-01-18
6258,value6258,category3,2023-01-19
6259,value6259,category4,2023-01-20
6260,value6260,category0,2023-01-21
6261,value6261,category1,2023-01-22
6262,value6262,category2,2023-01-23
6263,value6263,category3,2023-01-24
6264,value6264,category4,2023-01-25
6265,value6265,category0,2023-01-26
6266,value6266,category1,2023-01-27
6267,value6267,category2,2023-01-28
6268,value6268,category3,2023-01-29
6269,value6269,category4,2023-01-30
6270,value6270,category0,2023-01-01
6271,value6271,category1,2023-01-02
6272,value6272,category2,2023-01-03
6273,value6273,category3,2023-01-04
6274,value6274,category4,2023-01-05
6275,value6275,category0,2023-01-06
6276,value6276,category1,2023-01-07
6277,value6277,category2,2023-01-08
6278,value6278,category3,2023-01-09
6279,value6279,category4,2023-01-10
6280,value6280,category0,2023-01-11
6281,value6281,category1,2023-01-12
6282,value6282,category2,2023-01-13
6283,value6283,category3,2023-01-14
6284,value6284,category4,2023-01-15
6285,value6285,category0,2023-01-16
6286,value6286,category1,2023-01-17
6287,value6287,category2,2023-01-18
6288,value6288,category3,2023-01-19
6289,value6289,category4,2023-01-20
6290,value6290,category0,2023-01-21
6291,value6291,category1,2023-01-22
6292,value6292,category2,2023-01-23
6293,value6293,category3,2023-01-24
6294,value6294,category4,2023-01-25
6295,value6295,category0,2023-01-26
6296,value6296,category1,2023-01-27
6297,value6297,category2,2023-01-28
6298,value6298,category3,2023-01-29
6299,value6299,category4,2023-01-30
6300,value6300,category0,2023-01-01
6301,value6301,category1,2023-01-02
6302,value6302,category2,2023-01-03
6303,value6303,category3,2023-01-04
6304,value6304,category4,2023-01-05
6305,value6305,category0,2023-01-06
6306,value6306,category1,2023-01-07
6307,value6307,category2,2023-01-08
6308,value6308,category3,2023-01-09
